income,race,sex
60000,W,Male
66000,W,Female
200000,A/P,Female
23400,W,Female
637000,W,Female
25000,W,Male
16800,W,Female
225400,W,Male
67000,W,Male
45750,A/P,Male
385000,W,Male
99000,W,Male
48500,W,Male
60000,W,Male
30000,W,Female
70000,A/P,Male
55000,W,Male
45000,W,Female
55000,W,Female
138100,W,Male
100000,W,Female
34900,Native Am.,Male
20000,W,Female
200000,W,Female
75200,A/P,Male
202700,W,Female
16000,W,Female
250000,W,Male
58000,W,Male
15000,A/P,Male
108000,W,Male
94000,W,Female
18300,W,Female
16000,B/AA,Male
60000,W,Male
150000,W,Male
90000,W,Female
140450,W,Male
38000,W,Male
20000,W,Female
10000,W,Female
108000,B/AA,Male
60000,B/AA,Male
86000,W,Male
120000,W,Male
150000,W,Male
28000,W,Female
75000,W,Male
10000,W,Female
45800,W,Male
42250,A/P,Female
3000,W,Female
150000,W,Male
380000,W,Male
71000,W,Female
77000,W,Male
180000,W,Male
110000,W,Male
120000,W,Male
48000,W,Male
20000,W,Female
3500,W,Male
110000,W,Male
22000,W,Female
1700,A/P,Male
25000,W,Female
50000,W,Male
84000,A/P,Female
75000,W,Female
70000,W,Female
50000,W,Male
65000,W,Female
81140,Multi,Female
75800,Multi,Male
48000,W,Female
5400,Native Am.,Male
110000,W,Male
20800,W,Male
53000,W,Male
3900,W,Female
98000,W,Female
25000,Multi,Male
19500,W,Male
40000,W,Male
30000,W,Male
10000,W,Male
102000,W,Female
140000,W,Male
20000,W,Male
60000,W,Male
30000,W,Female
75000,Multi,Male
50000,W,Female
31000,Native Am.,Male
-5700,W,Male
6000,W,Female
7200,W,Female
36000,Native Am.,Male
60000,W,Male
22000,W,Female
36000,W,Male
40000,B/AA,Male
35000,W,Male
122000,W,Female
69000,W,Female
30000,W,Male
49000,W,Male
85000,W,Male
100000,W,Male
73000,W,Male
80000,W,Male
32000,Native Am.,Female
28000,W,Male
90000,W,Female
84000,W,Male
30000,W,Female
60000,Native Am.,Male
38000,Native Am.,Male
28000,W,Female
31200,Native Am.,Female
10000,W,Female
5000,Native Am.,Male
40500,W,Male
12960,B/AA,Female
43000,B/AA,Female
27200,W,Male
28000,W,Male
73000,W,Male
100000,A/P,Male
36000,Multi,Male
6500,W,Male
50000,W,Male
44000,W,Male
65000,W,Male
34500,Multi,Female
70000,W,Male
60000,W,Male
56000,W,Female
24000,Multi,Female
95250,A/P,Male
660000,W,Male
62000,W,Male
170000,B/AA,Male
42000,W,Male
37000,W,Female
85200,W,Male
48000,W,Male
27700,W,Female
60000,W,Male
67000,W,Male
43300,W,Male
19200,W,Female
90000,W,Male
130120,W,Male
184000,W,Male
65000,W,Female
93000,W,Male
65000,W,Female
28000,A/P,Male
4500,W,Male
22600,B/AA,Male
90000,W,Male
29000,W,Male
70000,W,Male
140000,B/AA,Male
200000,W,Female
72000,W,Female
11000,W,Female
75000,W,Male
29000,B/AA,Female
30000,A/P,Male
90000,W,Male
60000,W,Female
50000,W,Female
55000,W,Male
55000,B/AA,Female
32000,W,Male
97000,W,Female
33000,W,Male
70000,W,Female
5900,B/AA,Female
15000,W,Female
40000,W,Male
46000,W,Male
38700,W,Female
4000,W,Female
455800,W,Male
68000,W,Female
50000,B/AA,Female
56000,W,Female
25000,W,Male
50000,W,Female
90000,A/P,Female
100000,W,Male
50000,W,Male
660000,A/P,Male
46000,W,Female
79000,W,Male
100000,W,Male
72000,W,Female
80500,W,Female
300000,W,Male
109030,W,Male
140000,W,Male
35300,W,Female
75000,W,Female
150000,A/P,Male
9500,A/P,Female
61000,W,Female
58000,A/P,Female
60000,W,Male
40000,W,Female
20000,W,Female
139000,W,Male
60000,A/P,Female
47500,A/P,Female
52000,W,Female
660000,W,Female
101000,W,Male
74000,W,Female
13000,A/P,Male
30000,W,Male
15000,W,Female
32000,W,Male
30000,A/P,Male
73000,A/P,Male
13000,W,Female
117040,W,Female
37500,A/P,Male
52090,W,Female
11000,W,Female
100000,W,Male
35000,B/AA,Male
25000,W,Male
48000,W,Female
15000,W,Female
95000,B/AA,Female
28000,W,Female
91000,W,Female
23000,W,Female
8000,W,Female
19000,W,Female
80,A/P,Female
52000,W,Male
25000,A/P,Male
129000,W,Male
660000,W,Male
182000,A/P,Male
110100,Multi,Male
125000,W,Female
33000,W,Female
83000,B/AA,Male
40000,B/AA,Male
60000,A/P,Female
120000,W,Male
87500,W,Male
58000,W,Male
125000,W,Male
57000,W,Female
15000,W,Female
65000,W,Female
18900,A/P,Male
28000,W,Male
55000,W,Male
350000,W,Male
80100,W,Female
65000,W,Male
11000,B/AA,Female
5000,W,Female
42000,Multi,Female
74000,W,Female
26000,W,Male
110000,W,Male
55300,W,Female
125000,W,Female
47000,W,Male
60000,W,Male
24000,W,Female
70000,W,Male
15000,A/P,Female
10000,Multi,Female
15000,W,Male
150000,W,Male
50000,W,Female
4200,B/AA,Female
80000,W,Female
180040,A/P,Male
80000,W,Male
4800,W,Female
110000,W,Male
40000,B/AA,Female
8000,A/P,Female
32000,W,Female
22000,A/P,Female
60000,W,Female
37000,W,Female
70000,B/AA,Male
49000,W,Male
300000,W,Male
67000,W,Male
30000,W,Male
325000,W,Male
60000,A/P,Female
28000,W,Female
6000,B/AA,Female
76110,B/AA,Male
9500,Multi,Male
65000,W,Female
5200,W,Female
20000,W,Female
130000,W,Female
52000,W,Male
45000,W,Female
85000,B/AA,Female
992000,W,Male
70000,B/AA,Female
36000,W,Female
28100,W,Female
78000,W,Male
68000,W,Female
197000,W,Male
40000,B/AA,Female
3000,W,Female
78000,Native Am.,Male
50000,W,Male
56000,W,Male
1200,W,Female
84000,W,Female
250000,A/P,Male
15010,W,Female
30000,W,Male
40000,A/P,Female
20000,W,Female
19200,W,Female
182000,A/P,Female
60000,A/P,Female
71030,Multi,Female
90000,W,Male
92000,W,Male
98000,W,Male
1000,B/AA,Male
70000,W,Male
82000,W,Male
41100,W,Female
90000,W,Male
37400,W,Male
95000,W,Female
75000,A/P,Male
25000,B/AA,Female
88000,W,Female
29000,W,Female
97000,A/P,Male
215000,W,Female
24000,W,Male
100000,W,Male
11220,B/AA,Female
112000,W,Male
110000,B/AA,Male
80000,W,Male
35000,A/P,Male
27000,B/AA,Female
11000,W,Female
200000,W,Male
200000,W,Male
21000,W,Male
35000,A/P,Female
4500,W,Male
70000,A/P,Female
81000,W,Male
200,W,Female
105000,W,Female
65000,W,Female
83000,W,Male
67200,W,Male
31000,B/AA,Male
20000,B/AA,Female
60000,W,Male
22000,W,Female
120000,W,Male
6000,W,Female
194400,W,Male
37100,B/AA,Male
42600,W,Female
56020,W,Female
128400,W,Female
77000,B/AA,Male
75000,W,Female
23000,B/AA,Male
22000,W,Male
40000,W,Female
80000,B/AA,Male
24000,W,Male
55000,W,Female
17100,W,Female
30000,W,Female
43000,B/AA,Male
87000,B/AA,Female
36000,B/AA,Female
39000,W,Male
78000,A/P,Male
6200,W,Female
62000,W,Female
50240,B/AA,Female
30000,B/AA,Female
65200,W,Male
89000,A/P,Male
38000,B/AA,Female
14000,W,Female
80000,A/P,Male
60000,W,Female
50000,B/AA,Male
4800,W,Male
50000,W,Male
24400,A/P,Female
96400,W,Female
12000,W,Female
10800,B/AA,Male
35000,W,Male
47000,A/P,Female
53300,W,Male
47000,W,Male
96000,Multi,Female
110000,W,Male
33300,W,Female
85500,W,Male
3200,B/AA,Female
6330,W,Male
56600,W,Male
67510,W,Female
32000,W,Female
60000,Multi,Female
23800,B/AA,Male
20000,B/AA,Female
110500,W,Male
500,B/AA,Male
105000,W,Male
42000,W,Male
60000,B/AA,Male
10300,A/P,Male
90000,W,Male
55000,W,Male
30000,B/AA,Female
52000,W,Male
80000,W,Male
115000,W,Female
3000,W,Male
60000,W,Male
125000,W,Male
20000,B/AA,Male
57000,W,Female
50000,Native Am.,Male
14000,Multi,Male
38600,W,Male
170000,B/AA,Male
70500,W,Female
40000,Multi,Female
6000,W,Male
13000,W,Female
248400,A/P,Male
53500,W,Female
20000,B/AA,Male
200050,W,Male
41200,B/AA,Male
18000,W,Male
19800,W,Female
120000,W,Female
70000,W,Male
55000,W,Female
50000,W,Male
30000,A/P,Female
85000,A/P,Male
31000,W,Male
70000,W,Male
47300,B/AA,Male
165000,W,Female
94000,B/AA,Male
152000,Multi,Female
43000,W,Male
40000,A/P,Female
78000,Multi,Female
9900,W,Female
32000,W,Female
5000,B/AA,Female
86000,W,Male
84000,B/AA,Male
75000,W,Female
90000,W,Male
303000,Multi,Female
80000,W,Male
12000,A/P,Male
41400,B/AA,Female
20000,W,Male
28000,W,Female
48400,W,Female
83050,W,Male
45200,W,Female
40000,W,Male
18000,W,Female
37000,W,Female
13000,Multi,Male
35000,W,Female
115000,W,Male
11000,W,Male
17000,A/P,Female
5000,A/P,Male
30410,W,Male
23400,W,Male
56000,W,Female
115000,W,Male
33000,W,Male
305000,A/P,Female
32000,W,Male
21000,W,Male
32000,W,Female
32000,Multi,Female
11400,W,Female
70000,A/P,Female
32000,W,Female
130000,W,Female
40000,W,Male
60000,W,Male
90000,Multi,Female
39000,W,Female
140000,W,Male
50000,W,Female
30000,B/AA,Female
79000,W,Female
96000,W,Male
70000,W,Female
60000,W,Male
40000,W,Male
97000,W,Female
97000,W,Male
6000,W,Female
35000,B/AA,Female
6600,A/P,Female
45000,W,Female
20000,W,Male
100000,W,Female
105000,W,Male
88000,A/P,Male
25000,W,Male
81000,W,Female
50000,A/P,Female
60000,W,Male
61000,A/P,Female
105400,A/P,Male
58400,A/P,Female
40000,W,Female
25000,W,Male
660000,W,Female
120000,W,Male
25000,W,Male
180000,W,Female
1600,W,Female
13700,W,Female
40000,W,Female
170000,W,Male
90000,A/P,Male
145000,W,Male
9000,W,Female
90000,W,Male
208500,W,Male
46000,W,Female
117250,W,Male
135000,A/P,Male
660000,W,Male
33000,W,Male
16400,B/AA,Female
8000,W,Female
50000,W,Male
55000,W,Male
50000,W,Female
150000,W,Female
52000,B/AA,Male
113600,W,Male
12000,B/AA,Female
193000,W,Male
25000,W,Male
29000,A/P,Female
10000,W,Male
120000,W,Male
32000,W,Female
42000,Multi,Female
42000,W,Female
16000,B/AA,Male
24000,B/AA,Female
125000,W,Male
40000,W,Male
21000,A/P,Female
40000,W,Female
52000,B/AA,Female
60020,W,Female
50000,W,Male
37000,W,Male
22000,W,Female
151400,W,Male
31000,W,Male
31000,B/AA,Male
53000,W,Female
7000,A/P,Female
26000,B/AA,Female
40400,W,Male
8300,W,Female
600,W,Male
60000,W,Male
100000,W,Female
85000,W,Female
45000,W,Female
28000,B/AA,Male
49000,W,Female
25000,W,Male
47000,W,Male
38000,A/P,Male
32000,A/P,Male
34000,W,Male
110000,W,Male
120000,W,Male
34300,W,Female
9300,W,Female
75000,W,Female
90000,W,Female
50000,A/P,Male
38000,W,Female
65000,W,Male
48000,A/P,Male
46200,A/P,Female
10000,W,Female
35000,B/AA,Male
15000,W,Female
67000,W,Male
41000,B/AA,Female
105000,W,Female
29500,W,Male
13200,W,Female
22800,W,Male
55000,A/P,Male
41000,W,Female
81000,A/P,Female
93000,B/AA,Female
10000,W,Female
9000,A/P,Male
28000,W,Female
45880,W,Male
9000,W,Female
45000,B/AA,Female
120000,W,Female
90000,A/P,Male
36000,B/AA,Male
31000,W,Female
53000,W,Female
139000,W,Female
60000,W,Female
70000,W,Male
80000,W,Male
15000,W,Female
26000,W,Female
16100,W,Female
65000,Multi,Female
25000,W,Female
80000,W,Female
75000,A/P,Male
89000,W,Male
30100,W,Female
42000,W,Male
23100,B/AA,Male
58000,W,Female
8400,W,Female
30000,B/AA,Female
40000,W,Female
175000,W,Male
5000,B/AA,Female
92000,W,Female
-6200,W,Male
53000,W,Female
90000,W,Male
130000,W,Male
9000,B/AA,Male
40500,B/AA,Male
1300,W,Female
47700,W,Male
3000,W,Male
50000,W,Female
25000,Multi,Male
15000,B/AA,Male
36000,W,Female
17300,B/AA,Female
16000,B/AA,Female
32000,W,Male
26000,W,Female
38000,W,Female
72000,W,Male
42300,Multi,Female
25000,W,Female
10000,W,Female
35000,W,Male
91000,W,Male
52000,B/AA,Female
63000,W,Female
32000,Multi,Female
23000,W,Male
67000,W,Male
35000,W,Male
40000,W,Female
70000,W,Male
31000,W,Female
10000,W,Female
90000,B/AA,Male
70010,W,Male
37000,W,Male
30000,W,Female
50000,W,Male
3500,B/AA,Female
8100,Multi,Female
55000,B/AA,Male
98000,A/P,Male
80000,W,Male
37000,A/P,Male
6000,W,Male
47000,W,Male
413000,A/P,Female
125600,A/P,Female
19000,W,Female
10000,A/P,Male
40600,W,Male
24000,A/P,Female
30700,W,Female
70200,W,Female
90000,W,Male
65000,W,Female
16400,W,Male
38000,W,Female
45000,B/AA,Male
108000,W,Female
30000,B/AA,Male
17000,W,Male
7700,W,Female
229800,W,Male
30000,W,Female
70000,W,Female
45000,B/AA,Female
70000,W,Male
63500,W,Female
-6200,W,Female
55000,B/AA,Male
15000,B/AA,Male
27000,B/AA,Female
45000,W,Female
12000,W,Female
118600,W,Male
37000,W,Female
48000,W,Male
25000,W,Female
52000,W,Male
40000,W,Female
38000,W,Female
36000,W,Male
92000,B/AA,Female
56000,B/AA,Female
25000,W,Male
24000,B/AA,Male
41000,W,Male
24000,B/AA,Male
21000,W,Female
34200,W,Female
29100,W,Male
67000,W,Female
59000,B/AA,Female
48000,W,Female
130000,W,Male
43000,W,Female
4000,W,Female
60000,A/P,Male
24000,W,Male
50000,B/AA,Male
1300,A/P,Female
13000,W,Female
144000,W,Male
313800,W,Male
55000,W,Male
25000,B/AA,Female
68000,B/AA,Male
136500,W,Male
45000,W,Female
1600,B/AA,Female
18000,W,Female
65150,W,Male
22500,W,Male
45000,W,Male
125000,B/AA,Male
25000,W,Male
72000,W,Male
46000,W,Female
212000,W,Male
45400,W,Female
48000,W,Male
40000,W,Male
34000,B/AA,Male
40000,W,Male
36000,W,Male
140000,W,Male
14000,B/AA,Male
40000,W,Female
60000,W,Male
55000,W,Male
40000,W,Male
77000,W,Female
75000,W,Male
200000,W,Male
413000,W,Male
45000,W,Female
60000,B/AA,Female
58000,W,Male
18400,W,Male
82000,W,Male
4600,Multi,Female
100000,W,Male
50000,B/AA,Female
13200,B/AA,Male
16600,W,Female
39000,W,Female
145000,W,Male
200000,W,Male
155000,W,Male
120000,Multi,Male
107000,B/AA,Male
24000,W,Male
28000,B/AA,Male
51000,W,Male
8000,B/AA,Female
20000,Multi,Female
90000,W,Male
25000,B/AA,Female
72200,Multi,Male
22000,W,Female
240000,W,Male
78000,W,Female
40000,B/AA,Male
90000,W,Male
13600,Native Am.,Female
32520,W,Female
95000,W,Male
168000,W,Male
63000,W,Male
32600,W,Female
68000,W,Male
68000,W,Male
42000,W,Female
42000,W,Female
100000,W,Male
13700,B/AA,Female
172250,W,Male
41000,W,Female
30000,W,Male
84000,W,Male
22100,B/AA,Female
21200,W,Female
108800,W,Male
36000,B/AA,Male
57000,W,Male
46000,W,Female
47000,W,Male
2850,W,Female
46000,W,Male
30000,W,Female
42800,B/AA,Male
150000,W,Male
40000,Native Am.,Female
45900,B/AA,Female
80000,W,Female
17000,W,Male
40000,W,Male
85000,W,Male
50000,W,Male
30000,W,Female
88000,W,Female
39000,Multi,Female
48800,W,Male
26000,B/AA,Male
413000,W,Female
64000,W,Female
100020,W,Male
40000,W,Female
32000,W,Male
14800,W,Female
50000,W,Male
58000,W,Female
42700,W,Female
38000,W,Male
45000,W,Female
120000,W,Male
23000,W,Female
63000,Native Am.,Male
130000,W,Female
57000,W,Male
32000,W,Female
40000,W,Male
20000,B/AA,Female
722500,W,Female
70420,W,Male
7000,W,Male
41000,W,Female
26000,A/P,Male
90000,W,Male
50000,W,Male
44000,W,Female
73000,B/AA,Female
89000,W,Male
21200,W,Female
50000,W,Male
36000,W,Female
90000,W,Female
413000,W,Female
72000,B/AA,Male
7000,W,Female
39100,W,Male
72900,W,Female
33300,W,Female
95000,W,Male
60000,W,Male
52000,B/AA,Female
95000,W,Male
22500,B/AA,Male
68000,W,Female
75000,W,Male
6000,W,Female
20800,B/AA,Female
30000,B/AA,Female
10000,W,Male
221700,W,Male
105000,W,Female
20000,B/AA,Male
65000,B/AA,Male
43500,W,Male
23000,W,Female
23000,B/AA,Female
25000,W,Male
261500,W,Male
1800,W,Female
29500,B/AA,Female
20000,W,Female
60600,B/AA,Male
29100,W,Male
110000,B/AA,Male
141000,W,Female
100000,W,Male
40000,W,Male
40000,W,Female
19700,W,Female
47520,W,Female
49900,B/AA,Male
54000,W,Male
65000,W,Male
27000,W,Male
72000,A/P,Male
63000,W,Male
13000,W,Male
51000,W,Male
59070,W,Male
20000,W,Female
30900,W,Female
70000,W,Male
45100,W,Male
63000,W,Male
28800,W,Female
445000,W,Male
25400,W,Female
77000,W,Male
36000,W,Female
75000,Native Am.,Male
34000,W,Female
92000,W,Male
45000,W,Female
60000,W,Male
11000,W,Male
159000,Multi,Female
46200,W,Male
13000,W,Female
200000,W,Male
6500,W,Female
432000,W,Male
59000,W,Male
19800,W,Male
41600,W,Male
22300,W,Female
50000,W,Male
49000,W,Male
31000,W,Female
30000,A/P,Female
60000,A/P,Male
20500,W,Female
96000,B/AA,Male
42000,W,Female
45150,W,Male
71000,W,Male
93000,W,Male
9000,W,Female
56000,W,Male
2200,W,Female
53000,W,Female
50000,W,Male
27000,W,Female
64000,W,Male
24000,W,Female
38000,B/AA,Male
44000,W,Female
77000,W,Male
55000,W,Male
72000,W,Female
40400,W,Male
15000,B/AA,Female
35000,W,Female
48000,W,Female
35000,W,Male
65000,W,Female
29000,W,Female
13500,A/P,Male
42000,W,Male
75000,W,Female
50000,W,Female
30000,B/AA,Male
48000,W,Female
8500,W,Female
96000,W,Male
3000,W,Female
36900,W,Female
5200,W,Female
35000,W,Female
45000,W,Female
10000,W,Female
6800,W,Female
67000,W,Male
3600,W,Male
45600,W,Female
432000,Multi,Male
20800,B/AA,Male
55000,W,Male
53000,W,Female
2000,B/AA,Female
65000,W,Male
42100,W,Male
96000,W,Male
68000,W,Female
40000,W,Female
57550,W,Male
88000,W,Male
20000,Multi,Female
40000,B/AA,Female
-1900,W,Male
20000,W,Female
15800,W,Female
66000,W,Male
50000,W,Male
2000,W,Female
43000,W,Male
80000,W,Female
56000,B/AA,Female
42000,W,Female
30000,W,Male
37200,W,Female
45500,W,Male
42500,W,Female
97000,W,Male
130000,W,Female
74000,W,Male
39000,W,Male
50000,B/AA,Female
51000,W,Female
50000,A/P,Female
100000,B/AA,Male
25000,W,Female
15000,W,Male
40000,W,Female
30000,W,Female
55000,W,Male
39000,W,Female
16700,W,Female
43000,W,Female
10070,W,Female
120000,W,Male
100000,W,Male
50000,W,Female
42000,W,Male
40000,W,Male
17000,W,Female
93000,W,Male
26000,W,Male
5000,B/AA,Male
24000,W,Female
35000,W,Female
41200,W,Male
30500,W,Male
16000,B/AA,Male
60000,W,Female
75000,W,Female
55000,W,Female
45000,W,Female
39000,W,Female
25000,W,Male
40000,W,Female
34300,W,Female
61200,W,Male
83000,W,Male
37000,B/AA,Male
52000,W,Male
66000,W,Male
75900,W,Male
28000,W,Female
45000,W,Female
100000,W,Female
185000,W,Female
24000,W,Male
55000,W,Male
49000,W,Female
37000,W,Male
28000,W,Female
31000,W,Male
20000,W,Male
30000,B/AA,Female
17000,W,Female
35000,W,Female
94000,W,Male
90000,W,Male
48700,W,Female
7700,W,Female
92000,W,Male
22780,B/AA,Female
55000,W,Female
60020,W,Male
152000,W,Male
10000,W,Female
41300,W,Female
17800,W,Female
64000,W,Male
77000,W,Female
20000,A/P,Male
20000,W,Female
45000,W,Male
40000,W,Female
21500,W,Female
30000,W,Male
62000,B/AA,Male
86000,W,Male
52000,W,Male
32000,B/AA,Female
71000,W,Female
23500,Multi,Female
30600,W,Male
120000,W,Male
70000,W,Male
190000,W,Male
7500,W,Male
50000,W,Male
32400,B/AA,Female
43000,W,Female
33000,W,Female
73000,W,Female
5000,W,Female
23000,W,Male
328000,W,Male
30000,W,Male
73000,W,Male
80000,W,Female
145000,W,Male
37500,W,Male
31000,W,Male
32000,W,Male
65000,W,Female
125000,W,Male
59000,W,Male
99000,W,Male
4800,W,Male
40000,W,Female
60000,W,Male
40000,B/AA,Male
58200,W,Male
18000,W,Female
40000,W,Male
90000,W,Male
40000,W,Male
95000,W,Female
25000,W,Female
8000,W,Female
11400,W,Female
45600,W,Female
57000,W,Female
110000,W,Male
20100,W,Female
3000,W,Female
4000,W,Male
13000,W,Female
28000,W,Female
49000,Multi,Male
53000,W,Male
125000,W,Male
42400,W,Female
29700,W,Male
355500,W,Female
47500,B/AA,Female
34000,Multi,Male
230200,W,Male
58000,W,Male
200000,W,Female
35000,W,Female
3600,W,Female
45000,W,Male
20000,W,Male
82000,B/AA,Male
100000,A/P,Female
36000,W,Male
20000,W,Female
60000,W,Male
56000,W,Female
47000,W,Female
60000,W,Male
70000,W,Male
35600,W,Female
51000,B/AA,Female
25000,W,Female
28800,W,Male
42000,W,Male
115000,W,Male
80000,W,Male
49000,W,Male
47500,W,Male
55000,W,Female
27000,W,Female
30000,W,Male
68000,W,Female
24000,W,Female
81000,W,Female
78000,W,Male
42100,W,Female
28000,W,Female
25000,W,Male
69000,W,Female
121500,W,Male
14600,B/AA,Female
36000,W,Male
50000,W,Female
60000,W,Male
62000,W,Male
34700,W,Female
38000,B/AA,Male
9900,W,Female
93000,W,Male
110800,W,Female
4500,W,Female
57000,W,Male
31000,W,Male
63000,W,Female
57000,W,Male
90000,W,Male
55000,W,Female
127000,W,Male
55000,W,Female
56000,W,Male
99000,W,Female
115000,A/P,Male
34000,B/AA,Female
32800,W,Female
35000,W,Female
15000,W,Female
27000,W,Male
85000,W,Female
56000,Multi,Female
58200,W,Male
1500,Multi,Female
76000,W,Male
47500,W,Female
23000,W,Male
50000,W,Male
60000,W,Male
60000,W,Female
44700,W,Female
111500,W,Female
30000,W,Male
50000,W,Female
80000,W,Female
7800,B/AA,Male
150000,W,Female
20000,B/AA,Female
43000,W,Female
28000,B/AA,Female
65200,W,Male
25000,W,Male
56000,W,Male
14000,W,Female
38000,W,Female
40000,W,Male
13300,W,Female
50000,W,Male
63000,W,Male
156200,W,Male
36700,W,Male
80000,W,Male
55000,W,Male
53000,B/AA,Male
40000,W,Female
291000,W,Female
30000,W,Female
35000,B/AA,Female
32400,B/AA,Male
81300,W,Female
17000,B/AA,Female
70000,W,Female
17170,W,Female
12000,B/AA,Female
100000,W,Female
59300,B/AA,Female
43000,B/AA,Male
150000,W,Female
50000,W,Male
25000,B/AA,Male
35000,B/AA,Female
10000,W,Female
87000,W,Female
90000,W,Male
17500,A/P,Male
18000,B/AA,Female
72000,W,Female
65000,W,Female
16000,W,Female
36000,W,Male
24000,Multi,Male
22000,W,Female
60000,W,Male
75000,W,Male
25000,W,Male
76000,W,Female
2250,Multi,Male
16200,W,Female
7700,W,Female
70000,W,Male
30000,W,Male
41000,Multi,Female
63000,W,Male
24000,A/P,Male
60000,W,Female
34700,W,Female
100500,W,Male
25000,B/AA,Male
31000,W,Female
27000,Native Am.,Male
48000,Multi,Female
70000,W,Male
24000,W,Male
40000,W,Male
48000,W,Male
62000,W,Male
22000,W,Male
100000,W,Male
89000,Native Am.,Male
34000,W,Female
88000,W,Female
25000,W,Male
35000,W,Male
30000,W,Male
870,A/P,Female
45000,W,Female
9400,B/AA,Female
40000,Native Am.,Female
60000,W,Male
25000,W,Female
46000,Native Am.,Female
54000,W,Male
56000,W,Female
34600,W,Male
19200,Native Am.,Female
10000,Native Am.,Female
29000,B/AA,Male
38000,W,Male
39300,W,Female
28000,W,Female
30600,W,Female
35000,W,Female
170000,W,Male
23000,W,Male
10000,W,Male
165000,W,Female
112000,W,Male
-8600,W,Female
35000,W,Female
30000,W,Female
17700,W,Male
35000,W,Male
40000,W,Female
28000,W,Male
75000,B/AA,Male
24100,Multi,Male
45000,W,Female
30000,W,Male
57000,W,Male
58000,W,Female
18200,W,Female
50000,B/AA,Male
21200,Multi,Female
27000,W,Female
50000,W,Female
20000,B/AA,Male
90000,W,Male
22000,W,Female
40000,Native Am.,Male
20000,W,Male
91000,W,Male
19200,W,Female
735000,W,Male
190050,W,Female
32000,W,Female
46000,W,Male
67000,W,Female
48000,W,Male
42700,A/P,Female
45000,W,Male
90000,W,Female
10000,W,Male
60000,W,Female
93000,W,Male
15000,W,Female
60000,W,Male
52000,W,Male
20100,W,Female
32500,A/P,Female
190000,W,Male
84000,W,Female
5000,A/P,Female
94300,W,Male
600,W,Female
14000,W,Female
18000,W,Female
43000,W,Male
32000,W,Female
80000,W,Female
45000,Multi,Female
12000,W,Male
34000,A/P,Female
130000,W,Male
40600,W,Female
90000,W,Female
95000,W,Male
24000,W,Female
60000,W,Female
54800,W,Male
26000,W,Male
15000,W,Female
67900,W,Female
31000,A/P,Male
30000,W,Male
48000,W,Female
72000,W,Female
44000,W,Male
67000,W,Female
408500,W,Male
11500,W,Female
30000,A/P,Female
28300,W,Female
54000,W,Male
12000,W,Male
7000,W,Female
32000,W,Male
75150,W,Female
307000,W,Female
30000,W,Male
8400,W,Female
20000,W,Female
17000,W,Female
88900,W,Female
35500,W,Female
34300,A/P,Female
52000,W,Male
201000,W,Male
92000,W,Female
160000,W,Female
45000,W,Female
30000,W,Male
30000,W,Female
50000,A/P,Male
50000,W,Male
25000,W,Female
85000,W,Female
43000,W,Male
130000,W,Male
75000,W,Male
30000,W,Male
20000,W,Male
13000,W,Female
25000,W,Female
15000,W,Female
16300,W,Male
75000,W,Male
406400,W,Male
98000,W,Male
65000,W,Male
20200,W,Female
45000,W,Male
100000,A/P,Female
1000,W,Male
15900,W,Male
33000,W,Male
50000,W,Female
36000,W,Female
32000,W,Female
3400,A/P,Female
84000,W,Male
91000,W,Female
30000,W,Male
140000,W,Male
95000,W,Female
77000,W,Male
42000,W,Female
64000,W,Male
84100,W,Male
160000,W,Male
13900,W,Male
20000,W,Female
13100,W,Male
4600,A/P,Male
12000,W,Female
63000,W,Male
31200,W,Female
487500,W,Male
45000,W,Male
48000,W,Female
52000,W,Female
37400,W,Male
40000,W,Male
71450,W,Female
134000,W,Female
40000,W,Male
55000,W,Female
30060,A/P,Male
40600,W,Male
35000,W,Female
68000,W,Female
49000,W,Male
79000,W,Male
7300,W,Female
68000,W,Male
30600,W,Female
18000,W,Female
44100,W,Male
100000,A/P,Female
150800,W,Female
28000,A/P,Female
2000,W,Female
48000,W,Male
76000,W,Female
45000,W,Male
102000,W,Male
32000,W,Female
12000,W,Female
142000,W,Female
51200,W,Female
55000,W,Male
90000,W,Female
38000,Multi,Female
10000,B/AA,Male
72000,W,Male
40000,W,Female
65000,W,Female
492000,W,Male
100000,W,Male
47300,W,Female
77000,W,Female
98000,W,Male
4000,A/P,Female
53600,W,Female
73500,W,Female
5000,W,Female
30000,W,Male
25000,W,Female
60000,B/AA,Male
19900,B/AA,Female
75500,W,Male
55000,W,Female
12000,W,Male
77000,W,Male
35000,W,Male
64000,W,Male
29600,W,Male
23000,W,Female
30000,W,Male
113000,W,Male
92000,W,Female
35000,W,Female
31000,W,Female
25000,W,Male
43000,W,Female
37000,W,Male
40000,W,Male
49000,W,Male
42000,W,Male
60000,W,Male
75000,W,Male
25000,W,Male
200000,W,Female
110000,W,Male
48000,W,Male
116530,W,Male
70000,W,Male
50000,W,Female
50000,W,Male
41100,W,Female
76000,W,Male
90000,W,Male
30700,W,Female
13000,W,Female
4700,W,Male
19500,W,Male
30000,W,Female
5000,W,Male
63000,W,Female
18000,W,Female
42000,W,Male
40000,W,Male
70000,W,Male
80000,W,Male
48600,W,Male
26900,W,Female
29000,W,Female
23000,W,Male
53000,W,Male
25000,W,Female
62000,W,Female
30300,W,Male
55000,W,Female
40000,W,Male
40000,W,Female
225000,W,Male
